   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:28
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Gobindaganj	118820	56156	4921	15660	2627	1996	3635	6484	10119	91479	76.9896
Sundarganj	101115	45155	2835	19716	2384	1610	2691	4872	7563	79263	78.3890
Fulchhari	35321	14871	1256	7861	1117	648	1019	2146	3165	28918	81.8720
Sadullahpur	68694	29355	2747	13274	1959	841	2748	3105	5853	54029	78.6517
Palashbari	57538	25223	1990	9414	2791	1464	4382	2969	7351	48233	83.8281
Shaghata	55789	26616	1629	7001	1581	956	1223	4633	5856	43639	78.2215
Gaibandha Sadar	97033	42345	3491	16137	2211	1278	1750	6050	7800	73262	75.5021

 
