   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:58
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Azmiriganj	19803	8818	1110	1715	185	220	198	2412	2610	14658	74.0191
Bahubal	35091	15560	2760	4120	943	982	1073	2484	3557	27922	79.5703
Madhabpur	62474	30887	3759	4997	1386	1444	2409	4208	6617	49090	78.5767
Lakhai	28768	12843	2091	3368	468	884	436	2500	2936	22590	78.5247
Habiganj Sadar	61379	24402	4766	8620	2328	1904	2433	5991	8424	50444	82.1845
Baniachhong	56735	24061	4286	8315	1127	997	1815	4067	5882	44668	78.7309
Chunarughat	61039	27081	4003	7492	2013	661	3107	3569	6676	47926	78.5170
Nabiganj	59009	23122	3061	7918	3023	2204	3093	3755	6848	46176	78.2525

 
