   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:48
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Gangachara	65947	20312	1177	16049	996	2841	5742	4253	9995	51370	77.8959
Pirganj	92584	41022	3506	14736	3377	1990	4572	5184	9756	74387	80.3454
Pirgachha	73128	27081	2623	16228	2126	1880	3192	4205	7397	57335	78.4036
Badarganj	65869	22932	1813	7728	594	1889	9849	5624	15473	50429	76.5595
Mithapukur	117302	48835	4870	18942	2325	4275	4241	5681	9922	89169	76.0166
Kaunia	49424	17313	1846	11315	955	1399	3344	2904	6248	39076	79.0628
Rangpur Sadar	139938	52277	9942	27468	1518	3381	4878	7539	12417	107003	76.4646
Taraganj	33657	12211	822	4344	390	1595	3444	3206	6650	26012	77.2856

 
