   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:27
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Faridpur Sadar	86234	30996	9655	9820	2823	1400	628	9681	10309	65003	75.3798
Boalmari	50883	17337	3509	8902	3485	242	1029	3568	4597	38072	74.8226
Bhanga	48079	18943	3632	4869	2593	172	813	4217	5030	35239	73.2940
Char Bhadrashion	12174	3460	1580	1461	669	229	109	1004	1113	8512	69.9195
Nagarkanda	67024	25115	6358	7700	3034	622	735	3888	4623	47452	70.7985
Sadarpur	32385	10404	3307	4122	1253	446	137	2522	2659	22191	68.5225
Alphadanga	22357	8576	1636	3077	943	22	501	1297	1798	16052	71.7985
Modhukhali	40306	16388	2527	4636	1459	225	719	3809	4528	29763	73.8426

 
