   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:41
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Sharasti	45782	16010	1638	10290	1588	486	383	3442	3825	33837	73.9090
Matlab (South)	41162	13681	2368	10067	680	366	429	2665	3094	30256	73.5047
Hajiganj	59636	23402	2061	12778	1679	818	487	3681	4168	44906	75.3002
Chandpur Sadar	68381	26697	2569	13943	2084	1995	1000	4599	5599	52887	77.3417
Kachua	75440	26454	3976	15302	1756	1708	1203	4979	6182	55378	73.4067
Faridganj	79746	31804	4547	13820	1719	1580	553	5815	6368	59838	75.0357
Hemchar	18503	7371	601	3333	609	406	185	1587	1772	14092	76.1606
Motlab (North)	56848	21135	2917	9323	1356	1172	274	6640	6914	42817	75.3184

 
