   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:48
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Barisal Sadar	81814	30626	6902	13823	1720	3101	1624	3524	5148	61320	74.9505
Uzirpur	46004	18915	2066	6328	1139	2279	737	3622	4359	35086	76.2673
Bakerganj	63815	23693	3830	10134	2750	1095	1562	5388	6950	48452	75.9257
Babuganj	27393	10864	1284	4239	764	842	662	1705	2367	20360	74.3256
Mehendiganj	55501	18449	4758	10184	2314	1644	2691	2212	4903	42252	76.1284
Gournadi	35849	14007	1576	5091	1004	1414	406	3635	4041	27133	75.6869
Muladi	31053	10284	2035	6851	1645	567	406	1404	1810	23192	74.6852
Hizla	24453	7128	1753	7312	981	357	594	588	1182	18713	76.5264
Agailjhara	28639	11749	1456	2625	823	853	405	3354	3759	21265	74.2519
Banaripara	28651	11410	1204	3061	1189	1723	456	2011	2467	21054	73.4843

 
