   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:03
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Fenchuganj	18080	7076	1668	2097	657	579	501	1659	2160	14237	78.7445
Gowainghat	52431	14087	3552	11029	3163	2193	1579	6055	7634	41658	79.4530
Jakiganj	35592	10289	3136	5156	2061	2866	1877	2479	4356	27864	78.2873
Jaintapur	29696	9636	1935	6944	972	1153	840	1840	2680	23320	78.5291
Balaganj	50239	14697	5116	8051	1452	2976	1119	6235	7354	39646	78.9148
Golapganj	47625	16267	6884	3589	1541	2569	1208	5483	6691	37541	78.8262
Sylhet Sadar	94807	34669	8428	12334	1821	6120	2138	8595	10733	74105	78.1641
Biani Bazar	35226	11194	4215	3345	2063	1019	1229	3289	4518	26354	74.8141
Kanaighat	47143	14905	3835	9000	1241	1864	2725	2191	4916	35761	75.8564
Biswanath	30593	10337	3604	3043	622	1408	718	4250	4968	23982	78.3905
Companiganj	27676	8944	1563	4681	830	1796	213	2995	3208	21022	75.9575
South Shurma	54283	18986	6340	7512	1417	2711	1321	4907	6228	43194	79.5719

 
