   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:04
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Boda	56107	23339	1345	9186	976	4651	3335	3726	7061	46558	82.9807
Panchgarh Sadar	60740	25931	2333	11413	795	3199	2637	3275	5912	49583	81.6315
Tetulia	28472	14088	1337	3463	759	1254	817	1356	2173	23074	81.0410
Atowari	29694	13081	861	3853	874	1421	2520	1902	4422	24512	82.5487
Debiganj	54596	20907	1480	12283	1120	2475	3621	2724	6345	44610	81.7093

 
