   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:48
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Langadu	16223	5784	1597	2281	203	1129	661	783	1444	12438	76.6689
Kawkhali	11003	3680	595	1839	351	797	152	651	803	8065	73.2982
Rangamati Sadar	19104	7187	1440	2718	1216	1287	494	826	1320	15168	79.3970
Baghaichhari	11541	5688	760	1279	457	242	31	535	566	8992	77.9135
Barkal	7017	2858	321	1106	272	88	169	268	437	5082	72.4241
Naniarchar	8795	3663	456	1051	314	632	352	534	886	7002	79.6134
Jurachhari	4171	2021	190	566	168	51	128	132	260	3256	78.0628
Kaptai	10720	3880	968	1957	284	499	79	802	881	8469	79.0019
Rajasthali	4621	1810	105	690	195	383	192	217	409	3592	77.7321
Belaichhari	4627	1986	91	741	154	227	31	230	261	3460	74.7785

 
