   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:32
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Senbag	49789	17949	4309	7217	1335	328	455	3807	4262	35400	71.1000
Begumganj	97331	38057	6126	15070	3037	559	673	7618	8291	71140	73.0908
Companiganj	43921	15383	3004	7015	1942	597	632	2459	3091	31032	70.6541
Sudharam (Sadar)	83034	25905	7208	15944	1604	1169	954	5790	6744	58574	70.5422
Hatiya	59054	20253	2224	14278	783	23	1505	1535	3040	40601	68.7523
Chatkhil	41758	15078	2027	5655	1395	582	216	2569	2785	27522	65.9083
Subarna Char	31208	9715	3882	5638	493	611	766	2166	2932	23271	74.5674
Sonaimuri	56578	23260	4033	6831	1823	256	265	4480	4745	40948	72.3744
Kabirhat	28253	10181	1714	3721	679	232	192	2142	2334	18861	66.7575

 
