   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:40
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Jamalpur Sadar	139048	55179	10368	26012	1406	2863	4715	10216	14931	110759	79.6552
Melandaha	62971	24529	2952	12970	1781	2868	2133	3931	6064	51164	81.2501
Dewanganj	55303	20822	3239	12475	1895	1578	862	2599	3461	43470	78.6033
Islampur	67360	29234	3705	11392	1538	1292	1785	2805	4590	51751	76.8275
Sharishabari	70201	27653	3660	11744	2318	2821	2919	4607	7526	55722	79.3749
Madarganj	54597	21962	1817	10155	1384	2133	1376	4054	5430	42881	78.5409
Bakshiganj	41929	18423	1610	6448	1084	1078	1388	2422	3810	32453	77.3999

 
