   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:38
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Katiadi	57017	23799	4499	10276	2261	1397	1324	3966	5290	47522	83.3471
Bhariab Bazar	51662	22206	5641	7829	1683	1207	687	3081	3768	42334	81.9442
Austagram	26412	10977	2442	4284	1448	326	175	1994	2169	21646	81.9552
Kishoreganj Sadar	63334	32317	3849	7926	1439	1891	2173	3520	5693	53115	83.8649
Hossainpur	37222	17613	1780	4984	1581	1469	511	2799	3310	30737	82.5775
Nikli	26145	11206	1626	3406	2026	614	179	2515	2694	21572	82.5091
Bazitpur	43144	20859	3726	4507	1377	741	1236	2710	3946	35156	81.4853
Pakundia	45697	20362	3622	6101	1964	1278	1727	2174	3901	37228	81.4671
Itna	32530	16251	2591	3213	1127	788	748	2242	2990	26960	82.8773
Kuliarchar	32193	14322	1862	4073	1185	1367	1050	2066	3116	25925	80.5299
Tarail	29643	14990	1869	2759	1092	990	783	1962	2745	24445	82.4647
Karimganj	53532	25697	3203	7544	2424	1741	1262	3423	4685	45294	84.6111
Mithamoin	21849	11025	1602	2444	877	216	651	1344	1995	18159	83.1114

 
