   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:54
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Sharasti	47828	17103	1927	11120	1549	724	412	3810	4222	36645	76.6183
Matlab (South)	42871	15195	2878	9596	791	977	499	2801	3300	32737	76.3616
Hajiganj	61955	24733	2170	13151	1865	959	612	4451	5063	47941	77.3804
Chandpur Sadar	72539	28144	3153	14640	2617	2766	1177	4842	6019	57339	79.0458
Kachua	79226	28059	4373	15839	2254	1479	1431	5616	7047	59051	74.5349
Faridganj	82023	32220	5061	14364	2204	2395	671	6608	7279	63523	77.4454
Hemchar	18815	7748	623	3303	516	441	238	1507	1745	14376	76.4071
Motlab (North)	56178	21640	3349	8549	1208	1734	271	5549	5820	42300	75.2964

 
