   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:26
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Bochaganj	33229	13711	1126	3584	273	691	1453	4315	5768	25153	75.6959
Kaharole	33076	13356	544	4110	456	465	1325	5077	6402	25333	76.5903
Fulbari	35240	15297	1352	1997	491	880	2651	4251	6902	26919	76.3876
Khanshama	36009	15755	455	4955	399	1025	1416	4471	5887	28476	79.0802
Dinajpur Sadar	92913	37186	5996	11816	1093	2030	5719	7889	13608	71729	77.2002
Hakimpur	18658	8299	1118	1785	251	444	1414	1068	2482	14379	77.0661
Birganj	63309	28739	1489	6502	507	1115	2764	7726	10490	48842	77.1486
Ghoraghat	24511	12252	1254	1623	601	326	1318	1630	2948	19004	77.5325
Birol	53841	25629	1389	4082	626	1059	2184	6438	8622	41407	76.9061
Chirir Bandar	60385	28657	1063	5178	531	1047	3154	8348	11502	47978	79.4535
Parbatipur	77515	31905	3526	10928	743	1330	4287	8930	13217	61649	79.5317
Nawabganj	47101	22025	1029	4935	862	417	2808	2605	5413	34681	73.6311
Birampur	34897	15166	1183	2255	1227	705	3456	2723	6179	26715	76.5539

 
