   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:49
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Senbag	51695	19552	4190	8125	1323	634	508	4066	4574	38398	74.2780
Begumganj	104208	39530	7732	18014	3941	942	883	8956	9839	79998	76.7676
Companiganj	46708	16449	3397	6903	2032	640	914	2748	3662	33083	70.8294
Sudharam (Sadar)	86417	28044	8572	17043	1884	1939	945	6591	7536	65018	75.2375
Hatiya	63527	22369	2869	16257	966	208	1983	1423	3406	46075	72.5282
Chatkhil	44486	16391	2262	6014	1830	916	312	3545	3857	31270	70.2918
Subarna Char	40733	12631	4455	7126	487	1674	952	2510	3462	29835	73.2453
Sonaimuri	61137	24487	4476	8382	1969	472	339	5752	6091	45877	75.0397
Kabirhat	29806	11019	1945	4833	790	383	197	2744	2941	21911	73.5120

 
