   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:40
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Azmiriganj	18076	7942	985	1760	364	124	168	2211	2379	13554	74.9834
Bahubal	31784	13617	2533	3268	1389	430	881	2141	3022	24259	76.3246
Madhabpur	57654	28050	3908	4830	2515	974	2349	3750	6099	46376	80.4385
Lakhai	26262	10302	2136	3095	414	169	144	1963	2107	18223	69.3892
Habiganj Sadar	55367	24184	4416	6592	2176	830	1961	4321	6282	44480	80.3367
Baniachhong	50654	20049	4783	6130	1541	137	1427	2655	4082	36722	72.4958
Chunarughat	56182	24558	3461	6398	2356	786	2876	3376	6252	43811	77.9805
Nabiganj	51779	19615	2053	8004	3868	1394	2637	2923	5560	40494	78.2055

 
