   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:39
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Kazipur	56666	21432	3427	12760	2001	785	1390	2908	4298	44703	78.8886
Rayganj	66566	31107	2505	12452	2242	563	1823	2300	4123	52992	79.6082
Tarash	44865	21378	1509	6770	1092	829	1844	1231	3075	34653	77.2384
Sirajganj Sadar	105470	42701	12148	20321	3071	1079	2102	2588	4690	84010	79.6530
Kamarkhand	28057	11472	1410	5137	1099	627	565	1025	1590	21335	76.0416
Chouhali	17020	6039	1086	3627	866	538	333	502	835	12991	76.3278
Ullahpara	123942	51571	7770	24007	2688	1651	2973	4520	7493	95180	76.7940
Belkuchi	61163	27569	5824	9009	1844	377	1184	1202	2386	47009	76.8586
Shazadpur	118503	42665	7052	28116	3644	645	1300	3814	5114	87236	73.6150

 
