   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:25
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Fenchuganj	13359	4504	993	1638	668	387	217	892	1109	9299	69.6085
Gowainghat	41263	10234	2489	6390	2045	448	931	2649	3580	25186	61.0377
Jakiganj	29729	8450	3470	4363	1823	483	587	944	1531	20120	67.6780
Jaintapur	22780	6639	2063	4133	1159	190	398	745	1143	15327	67.2827
Balaganj	13242	3900	973	2130	463	232	58	726	784	8482	64.0538
Golapganj	40125	12079	4750	3764	1197	993	460	2421	2881	25664	63.9601
Sylhet Sadar	72287	23870	6846	6989	1368	1816	532	3093	3625	44514	61.5795
Biani Bazar	30851	8078	3191	3690	2836	318	548	996	1544	19657	63.7159
Kanaighat	41691	10602	3283	6624	2884	557	1305	617	1922	25872	62.0566
Biswanath	25482	9264	1871	2858	1081	452	166	1569	1735	17261	67.7380
Companiganj	21474	6178	1844	3457	858	592	74	834	908	13837	64.4361
South Shurma	43695	13387	3193	5301	1136	878	291	2287	2578	26473	60.5859

 
