   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:25
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Barisal Sadar	79736	27885	5323	13004	1566	1661	1113	3681	4794	54233	68.0157
Uzirpur	45624	18293	1437	5815	990	758	545	3776	4321	31614	69.2925
Bakerganj	60448	21146	2520	7615	2666	410	963	5925	6888	41245	68.2322
Babuganj	28792	10287	1172	4442	1060	455	504	1633	2137	19553	67.9112
Mehendiganj	54318	19106	3674	6939	1835	681	1811	2692	4503	36738	67.6350
Gournadi	35151	14259	1206	3930	945	404	239	3466	3705	24449	69.5542
Muladi	33242	12313	2469	5501	1672	354	239	1476	1715	24024	72.2700
Hizla	21599	7523	1432	3919	756	170	278	595	873	14673	67.9337
Agailjhara	27754	11404	1275	2346	1036	285	179	3846	4025	20371	73.3984
Banaripara	27651	11521	1027	3005	1358	234	219	1892	2111	19256	69.6394

 
