   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:00
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Azmiriganj	19957	9167	1136	1802	174	215	206	2432	2638	15132	75.8230
Bahubal	35290	15752	2769	4242	944	1077	1081	2517	3598	28382	80.4250
Madhabpur	63192	31225	3749	5053	1368	1581	2416	4252	6668	49644	78.5606
Lakhai	28914	12898	2084	3351	485	972	445	2553	2998	22788	78.8130
Habiganj Sadar	61779	24602	4822	8653	2398	2057	2434	5679	8113	50645	81.9777
Baniachhong	56985	24141	4331	8758	1118	1075	1838	4139	5977	45400	79.6701
Chunarughat	61456	27275	4176	7759	1885	710	3105	3595	6700	48505	78.9264
Nabiganj	59235	23243	3070	7954	3001	2265	3120	3834	6954	46487	78.4789

 
