   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:41
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Parshuram	16757	6682	941	2759	845	585	64	1751	1815	13627	81.3212
Chhagalnaiya	32478	13332	2155	3942	1467	628	86	3085	3171	24695	76.0361
Feni Sadar	73237	26651	8221	15571	2780	1091	456	6578	7034	61348	83.7664
Sonagazi	47733	15079	2375	12236	1974	1049	293	6042	6335	39048	81.8050
Dagonbhuiyan	44878	17180	3837	6946	2100	845	227	5488	5715	36623	81.6057
Fulgazi	18492	7814	1532	2922	975	380	150	1960	2110	15733	85.0800

 
