   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:39
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Atghoria	34480	14430	1851	4980	1404	834	575	2232	2807	26306	76.2935
Pabna Sadar	126415	42143	9295	29198	5109	2888	4210	6724	10934	99567	78.7620
Chatmohor	70194	30950	4173	6071	3256	1487	903	6911	7814	53751	76.5749
Ishwardi	68699	24493	7076	11682	2601	2594	858	5154	6012	54458	79.2704
Faridpur	27837	9949	1740	6607	1141	464	1060	1867	2927	22828	82.0060
Sujanagar	59555	21205	3149	9936	4612	2406	556	4850	5406	46714	78.4384
Santhia	86878	35885	3821	19035	3084	2307	1350	4730	6080	70212	80.8168
Bera	54539	24115	3097	8980	1959	1412	812	2495	3307	42870	78.6043
Bhangoora	28157	13048	1863	2614	1195	273	945	1706	2651	21644	76.8690

 
