   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:37
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Faridpur Sadar	87032	31392	10571	11508	2614	1137	904	9692	10596	67818	77.9231
Boalmari	50741	18564	3812	7985	3369	242	1161	4000	5161	39133	77.1230
Bhanga	50013	20113	3936	5142	3049	396	1011	5543	6554	39190	78.3596
Char Bhadrashion	12789	3879	1855	1570	661	366	121	1154	1275	9606	75.1114
Nagarkanda	66893	27581	6300	9054	2678	869	985	4686	5671	52153	77.9648
Sadarpur	32854	11267	3506	4024	1181	402	168	2919	3087	23467	71.4281
Alphadanga	21279	7816	1705	3704	947	158	560	1501	2061	16391	77.0290
Modhukhali	42116	16990	2919	5400	1402	527	807	4075	4882	32120	76.2656

 
