   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:54
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Azmiriganj	20071	9193	1064	1929	246	209	222	2486	2708	15349	76.4735
Bahubal	33618	14916	2524	3920	1010	781	1064	2418	3482	26633	79.2224
Madhabpur	62426	30282	3944	4780	1551	1224	2562	4215	6777	48558	77.7849
Lakhai	28460	12708	2062	3388	436	608	396	2416	2812	22014	77.3507
Habiganj Sadar	60078	24517	4705	8693	2304	1626	2421	5493	7914	49759	82.8240
Baniachhong	56776	22894	4117	7690	1150	727	1748	3806	5554	42132	74.2074
Chunarughat	60077	26795	4085	7443	2070	576	3142	3573	6715	47684	79.3715
Nabiganj	59122	23801	3229	8289	3121	2134	3097	3685	6782	47356	80.0988

 
