   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:51
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Bagerhat Sadar	53922	21656	4147	9452	1761	2373	2547	4706	7253	46642	86.4990
Fakirhat	30589	11571	2390	4375	2539	1018	725	2848	3573	25466	83.2521
Sarankhola	21388	7502	1606	4923	965	430	1325	719	2044	17470	81.6813
Morralganj	65972	29432	4071	11059	2806	1038	3185	3134	6319	54725	82.9519
Kachua	20137	7827	1515	2978	867	1169	1201	1501	2702	17058	84.7097
Mollahat	26861	10055	1888	3551	1212	529	887	2021	2908	20143	74.9898
Rampal	33462	15637	2596	2678	1028	937	1752	2553	4305	27181	81.2295
Chitalmari	27203	9663	2075	5092	587	947	760	1813	2573	20937	76.9658
Mongla	26806	11720	2481	3308	682	788	1667	1552	3219	22198	82.8098

 
