   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:59
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Senbag	53538	20208	4271	8530	1431	1303	550	4306	4856	40599	75.8321
Begumganj	108934	38788	8044	18568	4692	2563	918	9430	10348	83003	76.1957
Companiganj	48797	16883	3530	7076	1998	1004	924	2759	3683	34174	70.0330
Sudharam (Sadar)	88576	28347	8770	17581	2279	2497	1049	6766	7815	67289	75.9675
Hatiya	72710	27157	3663	17527	1170	1997	2110	1527	3637	55151	75.8506
Chatkhil	44660	16853	2649	5958	1833	1438	314	3619	3933	32664	73.1393
Subarna Char	51254	16618	4837	9784	856	2645	1175	2823	3998	38738	75.5804
Sonaimuri	64228	25383	4793	9415	2064	952	339	6225	6564	49171	76.5570
Kabirhat	35456	12581	2287	6814	906	1428	185	3120	3305	27321	77.0561

 
