   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:47
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Naogaon Sadar	60883	25906	2802	6770	1538	1944	581	9938	10519	49479	81.2690
Mohadebpur	69048	32629	2266	5419	1263	1115	2377	9442	11819	54511	78.9465
Manda	91095	44343	1903	8634	2854	1936	1885	12162	14047	73717	80.9232
Badalgachhi	47939	17193	2108	7790	906	512	1350	8249	9599	38108	79.4927
Rani Nagar	41934	18467	2381	3996	563	1067	1611	4698	6309	32783	78.1776
Patnitola	54440	27697	2617	2886	944	1114	3095	5716	8811	44069	80.9497
Atrai	46420	20974	3207	2991	1491	702	2007	5482	7489	36854	79.3925
Dhamoirhat	43118	20435	1531	4588	804	328	2413	4082	6495	34181	79.2732
Niamatpur	57614	26880	2928	4382	1747	1642	2379	7677	10056	47635	82.6796
Porsa	28743	13589	1447	2638	1049	600	1811	2268	4079	23402	81.4181
Sapahar	36651	17466	1775	4066	257	603	2957	1895	4852	29019	79.1766

 
