   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:45
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Azmiriganj	19336	8086	865	1659	231	84	197	2214	2411	13336	68.9698
Bahubal	32690	14383	2635	3507	1195	365	968	2258	3226	25311	77.4273
Madhabpur	60072	27903	3650	4596	1970	898	2401	3832	6233	45250	75.3263
Lakhai	26941	10922	1805	2913	337	241	301	2015	2316	18534	68.7948
Habiganj Sadar	57109	23276	4049	7196	2273	937	2261	4792	7053	44784	78.4185
Baniachhong	54194	20457	3846	5853	1147	207	1496	2934	4430	35940	66.3173
Chunarughat	57626	25006	3927	6369	2258	685	3095	3506	6601	44846	77.8225
Nabiganj	55792	20322	2323	7424	3247	1641	2774	3198	5972	40929	73.3600

 
