   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:05
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Bochaganj	35264	13820	1517	3692	786	2455	1957	4537	6494	28764	81.5676
Kaharole	34982	13947	699	3627	539	2379	1801	5279	7080	28271	80.8158
Fulbari	36695	15906	2134	1966	578	2428	3190	3580	6770	29782	81.1609
Khanshama	42926	16019	730	5977	583	4035	2254	5427	7681	35025	81.5939
Dinajpur Sadar	101233	38305	7760	15031	1345	4662	7765	8523	16288	83391	82.3753
Hakimpur	20758	8313	1764	2094	497	1172	2063	1176	3239	17079	82.2767
Birganj	70089	28830	1895	7595	813	5695	3305	9028	12333	57161	81.5549
Ghoraghat	25159	10117	1362	2414	926	1437	1914	1971	3885	20141	80.0549
Birol	55705	23480	1773	5086	1082	3946	2859	7470	10329	45696	82.0321
Chirir Bandar	64959	28356	2305	7089	718	3591	3916	7899	11815	53874	82.9354
Parbatipur	84757	30403	4548	12283	1670	3515	7875	8864	16739	69158	81.5956
Nawabganj	50522	20161	1834	6594	1211	2705	4968	3848	8816	41321	81.7881
Birampur	36073	15019	2055	2671	857	1794	4526	2767	7293	29689	82.3026

 
