   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:19
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Narshingdi Sadar	99597	42800	5267	12559	2425	1182	816	5754	6570	70803	71.0895
Raipura	95551	34858	7678	8434	3724	586	454	5327	5781	61061	63.9041
Monohordi	52623	20213	2721	7556	1748	637	204	3397	3601	36476	69.3157
Shibpur	48302	20577	2588	5781	2153	795	288	3030	3318	35212	72.8997
Palash	37815	16729	3049	3917	1284	286	163	2355	2518	27783	73.4708
Belaboo	37402	15596	2264	4023	1452	618	267	2878	3145	27098	72.4507

 
