   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:24
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Bochaganj	32843	13664	1100	3354	183	729	1327	4209	5536	24566	74.7983
Kaharole	32489	13232	503	3671	394	472	1301	4964	6265	24537	75.5240
Fulbari	35013	15335	1306	1716	454	961	2350	4231	6581	26353	75.2663
Khanshama	35416	16142	412	4179	323	1061	1315	4341	5656	27773	78.4194
Dinajpur Sadar	92049	38033	5849	10811	918	1917	5333	7524	12857	70385	76.4647
Hakimpur	18546	8445	1059	1582	246	462	1359	1028	2387	14181	76.4639
Birganj	61443	28188	1328	5968	462	1183	2615	7364	9979	47108	76.6694
Ghoraghat	24332	12142	1174	1449	570	331	1240	1589	2829	18495	76.0110
Birol	53575	25760	1312	3789	530	1040	2111	6170	8281	40712	75.9907
Chirir Bandar	59997	28571	864	4689	391	1078	2892	8113	11005	46598	77.6672
Parbatipur	75453	31524	3401	9987	636	1293	4078	8713	12791	59632	79.0320
Nawabganj	46756	22354	1024	4417	764	419	2561	2496	5057	34035	72.7928
Birampur	34704	15242	1149	2072	1180	706	3206	2649	5855	26204	75.5071

 
