   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:37
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Parshuram	16516	6794	899	2803	745	428	40	1683	1723	13392	81.0850
Chhagalnaiya	32168	13365	2142	3933	1375	496	59	2938	2997	24308	75.5658
Feni Sadar	72261	26093	7995	15223	2561	920	372	6288	6660	59452	82.2740
Sonagazi	47226	14564	2143	11764	1767	786	261	5931	6192	37216	78.8040
Dagonbhuiyan	44367	16614	3477	6545	1926	738	197	5250	5447	34747	78.3172
Fulgazi	18562	7819	1433	2900	842	234	107	1878	1985	15213	81.9578

 
