   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:58
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Langadu	15030	5197	1489	1932	423	1863	814	791	1605	12509	83.2269
Kawkhali	11738	4507	860	2119	469	971	247	695	942	9868	84.0688
Rangamati Sadar	19738	7308	1573	2822	1600	1806	588	857	1445	16554	83.8687
Baghaichhari	11628	5701	817	1413	613	562	53	572	625	9731	83.6859
Barkal	7231	3122	423	1265	383	309	289	266	555	6057	83.7643
Naniarchar	8944	3765	514	1179	327	716	419	541	960	7461	83.4191
Jurachhari	4315	1989	243	548	206	226	208	135	343	3555	82.3870
Kaptai	10784	3910	997	2015	260	695	106	716	822	8699	80.6658
Rajasthali	4668	1935	124	643	171	558	178	155	333	3764	80.6341
Belaichhari	4807	2321	178	726	162	318	21	253	274	3979	82.7751

 
