   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:54
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Jhikarghachha	68315	20749	6456	13453	2065	1638	2593	7118	9711	54072	79.1510
Jessore Sadar	147935	46372	12697	30199	5821	6952	5779	11776	17555	119596	80.8436
Sarsa	77300	24933	6464	18311	1387	2463	2160	5504	7664	61222	79.2005
Keshobpur	58074	19707	2983	13346	1265	2232	2720	4563	7283	46816	80.6144
Bagherpara	46713	17895	2925	6836	2113	3328	1399	4216	5615	38712	82.8720
Monirampur	94981	28636	4281	26115	2752	2962	6136	7947	14083	78829	82.9945
Abhaynagar	53938	16976	4542	11157	1245	1839	2239	4819	7058	42817	79.3819
Chowgachha	53608	17963	4746	9752	1524	1829	1894	4238	6132	41946	78.2458

 
