   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:46
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Katiadi	57786	21700	3873	10058	2507	2614	1613	4699	6312	47064	81.4453
Bhariab Bazar	52821	21992	4591	7920	1941	2340	802	3851	4653	43437	82.2343
Austagram	28116	10685	2145	4508	1756	733	359	2672	3031	22858	81.2989
Kishoreganj Sadar	68954	32176	4540	8807	1865	2991	2680	4214	6894	57273	83.0597
Hossainpur	37147	17228	1800	4710	1579	1839	539	2785	3324	30480	82.0524
Nikli	26834	12145	1535	2675	2024	1041	209	2768	2977	22397	83.4650
Bazitpur	44615	20890	3673	4336	1481	1833	1330	3095	4425	36638	82.1204
Pakundia	41731	18662	2859	5060	1538	1997	1837	2221	4058	34174	81.8912
Itna	32938	15812	2334	3142	1346	916	868	2294	3162	26712	81.0978
Kuliarchar	33464	14793	1852	4120	1302	2047	1222	2347	3569	27683	82.7247
Tarail	29662	14037	2073	2736	1167	1363	840	2094	2934	24310	81.9567
Karimganj	52980	24402	2979	6465	2172	2788	1317	3621	4938	43744	82.5670
Mithamoin	23385	10855	1608	2291	932	381	844	1620	2464	18531	79.2431

 
