   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:29
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Faridpur Sadar	84674	29826	9449	9592	2551	1187	663	9071	9734	62339	73.6224
Boalmari	50973	17468	3838	8495	3495	231	1055	3501	4556	38083	74.7121
Bhanga	48780	18977	3674	4841	2681	168	853	4357	5210	35551	72.8803
Char Bhadrashion	12044	3471	1639	1386	625	215	112	1001	1113	8449	70.1511
Nagarkanda	66222	24532	5909	7307	2760	485	752	3956	4708	45701	69.0118
Sadarpur	32214	10334	3403	4012	1235	376	138	2590	2728	22088	68.5665
Alphadanga	21931	8382	1669	2997	931	12	518	1295	1813	15804	72.0624
Modhukhali	40615	16234	2575	4503	1373	200	719	3676	4395	29280	72.0916

 
