   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:01
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Kathalia	20858	7111	1266	3252	1489	1004	1621	900	2521	16643	79.7919
Jhalakati Sadar	34347	12308	1852	4452	1364	3101	954	2990	3944	27021	78.6706
Rajapur	23868	9629	1668	3866	833	791	1355	1112	2467	19254	80.6687
Nalchhiti	34540	12026	1599	6342	1624	2209	1290	3046	4336	28136	81.4592

 
