   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:58
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Faridpur Sadar	92552	30516	13370	12151	2364	3718	1968	9166	11134	73253	79.1479
Boalmari	54945	20335	4592	7391	2933	1311	1333	4387	5720	42282	76.9533
Bhanga	54414	19487	4332	4773	3425	1677	1194	6876	8070	41764	76.7523
Char Bhadrashion	13317	3978	1958	1418	556	854	170	1286	1456	10220	76.7440
Nagarkanda	35658	13678	4184	4091	1143	1256	855	2749	3604	27956	78.4004
Sadarpur	34304	11842	3933	4001	936	1290	230	3027	3257	25259	73.6328
Alphadanga	22291	7897	2135	3689	1263	528	786	1615	2401	17913	80.3598
Modhukhali	44639	18282	3584	6119	1055	1467	952	4396	5348	35855	80.3221
Saltha	34127	12793	3277	4964	1153	1305	734	2303	3037	26529	77.7361

 
