   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:44
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Katiadi	57500	21926	3908	10364	2479	2420	1552	4486	6038	47135	81.9739
Bhariab Bazar	52426	21822	5298	7871	1817	2099	776	3594	4370	43277	82.5487
Austagram	27010	10466	2097	4266	1669	571	332	2518	2850	21919	81.1514
Kishoreganj Sadar	68515	32310	4532	8595	1714	2632	2590	4060	6650	56433	82.3659
Hossainpur	36869	17282	1787	4749	1492	1621	531	2735	3266	30197	81.9035
Nikli	26710	12094	1637	2621	1972	903	198	2635	2833	22060	82.5908
Bazitpur	44303	21112	3978	4232	1396	1662	1287	2932	4219	36599	82.6107
Pakundia	41743	18777	2857	4805	1441	1836	1796	2167	3963	33679	80.6818
Itna	32908	15984	2338	2980	1275	811	841	2159	3000	26388	80.1872
Kuliarchar	33298	14739	1871	4127	1258	1864	1185	2257	3442	27301	81.9899
Tarail	29440	13854	2509	2263	1063	1120	798	1941	2739	23548	79.9864
Karimganj	52499	24130	2884	6368	2180	2463	1280	3510	4790	42815	81.5539
Mithamoin	23216	10774	1499	2264	900	332	814	1497	2311	18080	77.8773

 
