   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:51
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Chuadanga Sadar	71880	26497	4125	13933	1200	1913	551	9370	9921	57589	80.1183
Jiban Nagar	37751	13511	2254	6034	1971	2119	226	5099	5325	31214	82.6839
Damurhuda	71666	23577	4307	16626	1875	2479	273	10911	11184	60048	83.7887
Alamdanga	85803	32788	3738	16027	1429	3108	691	12682	13373	70463	82.1218

 
