   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:17
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Faridpur Sadar	85201	29601	10294	7509	2355	1409	427	9066	9493	60661	71.1975
Boalmari	50272	17722	2868	6745	2886	209	804	3141	3945	34375	68.3780
Bhanga	46814	18420	3461	1711	2408	189	728	3782	4510	30699	65.5765
Char Bhadrashion	12063	3103	1419	1232	596	215	88	920	1008	7573	62.7787
Nagarkanda	62433	23172	5439	6113	1682	615	614	3405	4019	41040	65.7345
Sadarpur	32130	9862	3115	3204	1352	281	124	2448	2572	20386	63.4485
Alphadanga	23684	9121	1597	2658	967	22	502	1200	1702	16067	67.8390
Modhukhali	39304	16122	2203	2918	1432	239	557	3489	4046	26960	68.5935

 
