   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:56
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Bochaganj	34332	13723	1411	4116	523	1215	1898	4243	6141	27129	79.0196
Kaharole	34089	13516	542	4113	328	1427	1745	4987	6732	26658	78.2012
Fulbari	36160	16005	2019	2110	336	1286	3089	3243	6332	28088	77.6770
Khanshama	41182	16028	566	5857	440	2360	2182	4892	7074	32325	78.4930
Dinajpur Sadar	99571	38130	7449	14782	1106	3239	7547	8008	15555	80261	80.6068
Hakimpur	20074	8127	1608	2172	439	780	1895	1053	2948	16074	80.0737
Birganj	67628	28188	1766	7845	494	3737	3223	8315	11538	53568	79.2098
Ghoraghat	25101	10282	1345	2545	786	1172	1724	1790	3514	19644	78.2598
Birol	54994	22809	1693	5362	1067	2641	2887	7273	10160	43732	79.5214
Chirir Bandar	64117	27746	1732	7009	558	2070	3853	7642	11495	50610	78.9338
Parbatipur	82815	29793	4341	12712	1363	2298	7677	8437	16114	66621	80.4456
Nawabganj	49899	20642	1674	6718	1136	1905	4469	3646	8115	40190	80.5427
Birampur	35330	14724	1818	2517	846	1354	4382	2498	6880	28139	79.6462

 
