   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:46
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Kazipur	58305	21479	4149	13169	2139	1081	1341	2951	4292	46309	79.4254
Rayganj	66527	30728	2773	12633	2305	490	1927	2334	4261	53190	79.9525
Tarash	45240	22169	1729	6915	1085	428	1962	1437	3399	35725	78.9677
Sirajganj Sadar	107739	41124	13572	22334	2785	733	1998	2596	4594	85142	79.0262
Kamarkhand	27717	10898	1548	4968	823	718	585	1038	1623	20578	74.2432
Chouhali	17196	5532	1199	3620	858	431	309	526	835	12475	72.5459
Ullahpara	119849	50937	7881	24023	2210	1802	3027	4528	7555	94408	78.7725
Belkuchi	65947	27678	6541	9647	1786	272	1057	1308	2365	48289	73.2240
Shazadpur	111914	37003	6819	29620	3698	777	1428	3864	5292	83209	74.3508

 
