   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:32
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Senbag	49779	17792	4265	7152	1319	329	455	3798	4253	35110	70.5318
Begumganj	97183	37943	6018	14928	2968	449	670	7581	8251	70557	72.6022
Companiganj	43837	15302	2942	7025	1911	606	622	2449	3071	30857	70.3903
Sudharam (Sadar)	82993	25711	7104	15649	1486	1045	932	5696	6628	57623	69.4312
Hatiya	59020	20151	2173	14123	739	23	1483	1526	3009	40218	68.1430
Chatkhil	41739	14938	1906	5559	1376	557	211	2546	2757	27093	64.9105
Subarna Char	31183	9651	3846	5615	490	585	764	2147	2911	23098	74.0724
Sonaimuri	56550	23162	3968	6762	1785	236	262	4454	4716	40629	71.8462
Kabirhat	28229	10072	1653	3656	657	227	190	2125	2315	18580	65.8188

 
