   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:36
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Langadu	15043	6018	1332	2232	171	745	324	776	1100	11598	77.0990
Kawkhali	10160	3873	509	1610	314	920	91	743	834	8060	79.3307
Rangamati Sadar	17441	6834	1598	2552	800	772	279	1005	1284	13840	79.3532
Baghaichhari	11206	5744	729	1093	372	1	29	479	508	8447	75.3793
Barkal	6102	2566	340	936	195	22	84	254	338	4397	72.0583
Naniarchar	8198	3606	466	893	318	390	205	532	737	6410	78.1898
Jurachhari	3654	1898	111	419	137	6	59	134	193	2764	75.6431
Kaptai	10924	3722	774	1878	265	521	19	667	686	7846	71.8235
Rajasthali	4406	1606	123	625	244	275	134	238	372	3245	73.6496
Belaichhari	4225	2024	131	460	178	86	31	226	257	3136	74.2249

 
