   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:17
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Sharasti	41978	13423	682	8621	1254	134	214	2147	2361	26475	63.0688
Matlab (South)	39579	11264	1055	7956	471	102	229	2292	2521	23369	59.0439
Hajiganj	55457	19880	1858	9047	1379	529	298	2794	3092	35785	64.5275
Chandpur Sadar	62997	23310	1327	8981	1336	485	607	4021	4628	40067	63.6014
Kachua	71137	23839	2218	11772	1123	362	618	3820	4438	43752	61.5039
Faridganj	75574	26705	2368	10071	1227	620	269	4803	5072	46063	60.9509
Hemchar	18280	6737	324	2518	426	129	62	1563	1625	11759	64.3271
Motlab (North)	54385	18422	1803	6585	853	255	151	5660	5811	33729	62.0189

 
