   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:24
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Digholia	31139	13355	2823	3146	1078	1006	812	1452	2264	23672	76.0204
Dumuria	61780	26473	3178	7078	1875	1340	2931	5300	8231	48175	77.9783
Khulna Sadar	171148	69142	17668	42780	4278	3251	1790	1812	3602	140721	82.2218
Dacope	30959	17502	971	2078	529	384	365	2710	3075	24539	79.2629
Terokhada	23285	9769	2452	2686	1074	997	472	703	1175	18153	77.9601
Fultala	25017	10240	2363	4454	736	626	1056	1464	2520	20939	83.6991
Batiaghata	32881	13946	1749	4152	2205	590	1508	1525	3033	25675	78.0846
Paikgachha	54219	29063	1545	6426	1225	701	805	4076	4881	43841	80.8591
Rupsha	34824	14535	2212	4314	1850	764	1269	1793	3062	26737	76.7775
Koyra	40517	23345	1139	3043	591	766	911	2315	3226	32110	79.2507

 
