   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:01
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Azmiriganj	20124	9309	1182	1909	177	264	208	2526	2734	15575	77.3952
Bahubal	35426	15799	2679	4234	956	1163	1090	2534	3624	28455	80.3224
Madhabpur	63483	31307	3724	4892	1284	1677	2418	4303	6721	49605	78.1390
Lakhai	29011	12918	2093	3351	493	1092	460	2614	3074	23021	79.3527
Habiganj Sadar	62081	24898	4900	8639	2516	2179	2449	5743	8192	51324	82.6726
Baniachhong	57127	24122	4322	8859	1104	1206	1863	4299	6162	45775	80.1285
Chunarughat	61637	27505	4256	7757	1893	849	3111	3619	6730	48990	79.4815
Nabiganj	59414	23283	3034	7935	3019	2312	3148	3892	7040	46623	78.4714

 
