   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:29
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Katiadi	55922	23227	3459	6908	1876	409	967	3270	4237	40116	71.7356
Bhariab Bazar	49293	21577	3680	6397	983	268	588	2246	2834	35739	72.5032
Austagram	24905	11775	1476	2596	1002	44	36	1342	1378	18271	73.3628
Kishoreganj Sadar	61541	30170	2726	6250	1044	922	1543	3105	4648	45760	74.3569
Hossainpur	36551	16400	1686	4468	1273	569	412	2329	2741	27137	74.2442
Nikli	25797	10482	1603	3133	1874	110	126	1912	2038	19240	74.5823
Bazitpur	42801	20393	3091	3714	1203	160	1018	2166	3184	31745	74.1688
Pakundia	45989	20491	3070	4696	1488	470	1221	1810	3031	33246	72.2912
Itna	31380	14987	2119	2568	885	113	472	1750	2222	22894	72.9573
Kuliarchar	33518	13029	2468	4204	1021	179	748	1776	2524	23425	69.8878
Tarail	27697	13791	1316	2242	722	215	468	1520	1988	20274	73.1993
Karimganj	53601	25503	2452	7227	1979	606	779	2584	3363	41130	76.7336
Mithamoin	21655	9517	1284	1798	785	5	446	957	1403	14792	68.3076

 
