   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:40
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Faridpur Sadar	88704	31831	10790	11831	2650	1224	1100	10081	11181	69507	78.3584
Boalmari	52074	19565	4040	8142	3384	320	1208	4192	5400	40851	78.4480
Bhanga	50764	20365	4006	5100	2978	494	1099	5949	7048	39991	78.7783
Char Bhadrashion	12903	4128	1901	1590	679	408	125	1189	1314	10020	77.6564
Nagarkanda	68180	27357	7455	9199	2672	1046	1151	5018	6169	53898	79.0525
Sadarpur	33097	11485	3549	4258	1224	382	174	3068	3242	24140	72.9371
Alphadanga	21434	7871	1811	3822	971	179	597	1583	2180	16834	78.5388
Modhukhali	43000	17463	3061	5669	1469	735	865	4247	5112	33509	77.9279

 
