   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:18
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Senbag	49116	17140	3127	5677	987	310	265	3566	3831	31072	63.2625
Begumganj	92647	34989	5172	10257	2038	482	560	6258	6818	59756	64.4986
Companiganj	42509	14447	1409	5956	1760	462	329	2170	2499	26533	62.4174
Sudharam (Sadar)	107237	32748	7292	19390	2183	780	1232	6727	7959	70352	65.6042
Hatiya	57078	18913	1742	9590	720	37	864	1617	2481	33483	58.6618
Chatkhil	41050	13632	1436	4863	1058	549	119	1994	2113	23651	57.6151
Subarna Char	29557	8171	2675	4365	518	299	514	1792	2306	18334	62.0293
Sonaimuri	52876	19517	3208	4139	1381	222	225	3492	3717	32184	60.8669

 
