   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:19
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Bochaganj	32754	13699	1091	3364	185	712	1351	4154	5505	24556	74.9710
Kaharole	32371	13298	498	3577	397	472	1282	4899	6181	24423	75.4472
Fulbari	34931	15246	1308	1687	459	990	2301	4209	6510	26200	75.0050
Khanshama	34376	16359	407	3961	321	1023	1315	4318	5633	27704	80.5911
Dinajpur Sadar	91678	38301	5845	10383	924	1825	5316	7488	12804	70082	76.4436
Hakimpur	18507	8455	1052	1548	252	421	1353	1022	2375	14103	76.2036
Birganj	61225	28385	1325	4802	480	1165	2549	7309	9858	46015	75.1572
Ghoraghat	24166	12048	1161	1416	568	281	1237	1574	2811	18285	75.6642
Birol	53471	25833	1256	3707	516	1005	2096	6108	8204	40521	75.7813
Chirir Bandar	59852	28581	847	4490	398	1071	2808	8090	10898	46285	77.3324
Parbatipur	75499	31735	3407	9864	642	1296	4027	8667	12694	59638	78.9918
Nawabganj	46822	22187	1024	4235	768	414	2550	2466	5016	33644	71.8551
Birampur	34600	15258	1146	2036	1191	671	3175	2636	5811	26113	75.4711

 
