   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:56
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Sharasti	47049	16645	1911	10617	1350	766	407	3743	4150	35439	75.3236
Matlab (South)	42864	15196	2905	9651	832	1057	495	2803	3298	32939	76.8454
Hajiganj	61898	24736	2241	13046	1819	1073	615	4417	5032	47947	77.4613
Chandpur Sadar	72409	27525	3151	14257	2587	2786	1182	4647	5829	56135	77.5249
Kachua	79272	28362	4444	15868	2160	1546	1464	5614	7078	59458	75.0050
Faridganj	82235	32295	5116	14250	2256	2494	682	6634	7316	63727	77.4938
Hemchar	18817	7771	643	3258	478	461	239	1464	1703	14314	76.0695
Motlab (North)	57104	21550	3459	8467	1223	1838	291	5543	5834	42371	74.1997

 
