   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:51
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Barisal Sadar	82121	30888	6939	14010	1783	3409	1633	3683	5316	62345	75.9185
Uzirpur	46444	19095	2189	6389	1207	2554	750	3707	4457	35891	77.2780
Bakerganj	64450	24057	3873	10458	2892	1494	1652	5525	7177	49951	77.5035
Babuganj	27537	10958	1292	4327	825	1072	661	1759	2420	20894	75.8761
Mehendiganj	55639	18518	4843	10035	2332	1841	2757	2208	4965	42534	76.4464
Gournadi	36225	14369	1668	5195	1022	1469	413	3770	4183	27906	77.0352
Muladi	31163	10127	2070	6982	1489	657	429	1447	1876	23201	74.4505
Hizla	24494	7243	1936	7319	976	404	622	611	1233	19111	78.0232
Agailjhara	28870	12123	1601	2685	855	1003	410	3404	3814	22081	76.4842
Banaripara	28820	11345	1291	3162	1272	2005	503	2054	2557	21632	75.0590

 
