   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:51
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Bochaganj	34523	13786	1364	4274	507	1147	2044	4366	6410	27488	79.6223
Kaharole	35626	13448	522	4404	535	1125	2128	5848	7976	28010	78.6224
Fulbari	36821	15130	1951	2121	558	1392	3725	4260	7985	29137	79.1315
Khanshama	40980	15994	557	5955	447	2030	2174	4954	7128	32111	78.3577
Dinajpur Sadar	99805	38885	7025	14116	1219	3102	7803	8574	16377	80724	80.8817
Hakimpur	20568	7790	1672	2379	512	880	2294	1204	3498	16731	81.3448
Birganj	69693	28271	1616	7952	485	3930	3912	9413	13325	55579	79.7483
Ghoraghat	26076	10964	1303	2502	806	1135	1912	2016	3928	20638	79.1456
Birol	56016	23409	1660	5496	1201	2373	3088	8017	11105	45244	80.7698
Chirir Bandar	64965	28179	1761	7061	593	1726	4378	8663	13041	52361	80.5988
Parbatipur	83314	31776	4648	10108	1628	2301	8540	9370	17910	68371	82.0642
Nawabganj	49590	20697	1547	6538	1114	1746	4359	3510	7869	39511	79.6753
Birampur	36901	14918	1761	2674	1166	1410	4996	2946	7942	29871	80.9490

 
