   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:53
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Adarsho Sadar	87170	30015	8141	14894	2771	2503	2640	6388	9028	67352	77.2651
Chouddagram	86211	32483	4187	17528	3336	1578	873	7428	8301	67413	78.1954
Barura	85011	32846	4712	16524	2917	2488	1977	5758	7735	67222	79.0745
Laksham	55313	22962	3051	10127	710	726	499	4841	5340	42916	77.5875
Burichong	63507	24431	5634	8541	2867	3714	2057	4722	6779	51966	81.8272
Brahmanpara	39785	14801	2452	6721	1648	1673	639	4254	4893	32188	80.9049
Homna	39371	12398	3688	8500	2364	681	392	2865	3257	30888	78.4537
Muradnagar	110347	39327	8946	20011	4293	3511	908	8712	9620	85708	77.6713
Debidwar	91513	37009	6414	16129	3646	1794	1359	7470	8829	73821	80.6672
Daudkandi	71304	23201	5159	13050	3792	1881	1032	7375	8407	55490	77.8217
Chandina	75090	28708	4371	13943	2377	1065	2556	4564	7120	57584	76.6866
Nangolkot	72086	22832	5676	14802	1684	1962	297	7917	8214	55170	76.5336
Meghna	21759	6814	1343	5456	647	367	117	2111	2228	16855	77.4622
Titash	37329	10642	3495	7985	1880	1087	451	4011	4462	29551	79.1637
Comilla Sadar South	81658	34412	4172	13272	2050	1675	1601	6298	7899	63480	77.7389
Monohargonj	47784	18697	3748	7636	997	796	426	4418	4844	36718	76.8416

 
