   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:43
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Sharasti	46162	16141	1692	10227	1545	511	381	3363	3744	33860	73.3504
Matlab (South)	40963	13760	2453	9842	673	423	441	2586	3027	30178	73.6714
Hajiganj	59775	23584	2178	12731	1677	843	514	3832	4346	45359	75.8829
Chandpur Sadar	69074	26955	2785	14060	2109	2142	1031	4621	5652	53703	77.7471
Kachua	76339	26257	4000	15138	1698	1603	1248	4980	6228	54924	71.9475
Faridganj	80279	31870	4742	13893	1742	1649	574	5672	6246	60142	74.9162
Hemchar	18579	7461	639	3390	593	380	188	1573	1761	14224	76.5596
Motlab (North)	56510	21166	3077	8941	1266	1229	267	5951	6218	41897	74.1409

 
