   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:37
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Gobindaganj	119235	57987	5228	13868	2583	2061	4546	6633	11179	92906	77.9184
Sundarganj	100362	45401	3276	19945	2430	1793	3288	4711	7999	80844	80.5524
Fulchhari	34534	12580	1490	8411	1096	798	1163	1969	3132	27507	79.6519
Sadullahpur	68558	29264	3227	13110	2056	1027	3521	3443	6964	55648	81.1692
Palashbari	56879	24340	2481	9834	2008	1291	4233	2917	7150	47104	82.8144
Shaghata	56940	27051	1862	7439	1150	917	1512	4085	5597	44016	77.3024
Gaibandha Sadar	98821	42839	4246	19192	1964	1287	2246	6654	8900	78428	79.3637

 
