   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:04
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Durgapur	44484	17365	6282	4798	411	1326	528	6235	6763	36945	83.0523
Poba (Sadar)	75150	18999	7718	15920	991	4074	900	13702	14602	62304	82.9062
Mohanpur	42828	16263	3334	8239	635	1938	855	3884	4739	35148	82.0678
Puthiya	49092	18049	6261	6533	532	1723	358	7455	7813	40911	83.3354
Bagmara	88705	40984	6967	12207	1503	2704	2551	6827	9378	73743	83.1329
Charghat	49252	18263	6171	6299	919	2123	482	6035	6517	40292	81.8078
Boalia	102355	32773	27688	15616	697	1837	583	5960	6543	85154	83.1948
Tanore	44964	18531	2950	4716	459	2611	1261	6264	7525	36792	81.8255
Godagari	71160	22991	5572	11506	1677	1975	2192	12827	15019	58740	82.5464
Bagha	42395	13298	5699	8013	496	1468	321	5132	5453	34427	81.2053

 
