   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:29
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Adarsho Sadar	102640	35207	9769	17587	2805	2669	1123	5089	6212	74249	72.3392
Chouddagram	79981	26013	2532	14191	1614	765	324	5558	5882	50997	63.7614
Barura	76100	30607	2579	12149	1534	686	791	4366	5157	52712	69.2668
Laksham	58418	22728	2466	9554	561	259	265	3486	3751	39319	67.3063
Burichong	63364	23498	3491	8789	2493	1768	599	4449	5048	45087	71.1555
Brahmanpara	36613	11649	1636	4940	1337	860	394	2972	3366	23788	64.9715
Homna	35867	10154	2265	7036	2222	470	186	2204	2390	24537	68.4111
Muradnagar	101695	33637	6780	13885	4000	274	682	7176	7858	66434	65.3267
Debidwar	85025	31846	4513	11330	2531	809	669	5239	5908	56937	66.9650
Daudkandi	63786	19718	3726	11144	2676	1054	393	5004	5397	43715	68.5338
Chandina	69329	24805	2994	11113	1905	476	1488	3491	4979	46272	66.7426
Nangolkot	68406	18643	4381	12951	1622	979	239	6172	6411	44987	65.7647
Meghna	19208	5139	730	3938	533	118	76	1543	1619	12077	62.8748
Titash	34146	7837	2602	6443	1149	427	219	2642	2861	21319	62.4348
Comilla Sadar South	72040	27930	2576	10260	1369	467	693	4866	5559	48161	66.8531
Monohargonj	44273	15784	2584	5572	843	276	254	3205	3459	28518	64.4140

 
