   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:51
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Fenchuganj	17206	5818	1470	2062	849	578	570	1696	2266	13043	75.8050
Gowainghat	49468	13434	3246	9996	2886	1337	1528	5470	6998	37897	76.6091
Jakiganj	34290	9953	3753	4912	2338	1812	1836	2158	3994	26762	78.0461
Jaintapur	27393	8831	2023	6248	1248	903	896	1774	2670	21923	80.0314
Balaganj	49932	14037	4612	7799	1936	2495	1135	5937	7072	37951	76.0054
Golapganj	46216	15202	6867	3731	1804	1905	1186	5139	6325	35834	77.5359
Sylhet Sadar	87567	29423	9967	9687	2090	6131	1946	7023	8969	66267	75.6758
Biani Bazar	34980	10662	4085	3384	2336	625	1313	3026	4339	25431	72.7015
Kanaighat	47692	13488	4167	8843	2668	1161	2573	1872	4445	34772	72.9095
Biswanath	31205	10575	3730	3133	1083	1117	766	4316	5082	24720	79.2181
Companiganj	25890	8153	1594	4611	1225	1156	183	2581	2764	19503	75.3302
South Shurma	51403	16776	5405	7312	1592	2338	1237	4410	5647	39070	76.0072

 
