   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:50
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Bochaganj	34454	13843	1355	4238	489	1100	2031	4358	6389	27414	79.5670
Kaharole	35482	13482	531	4399	538	989	2117	5808	7925	27864	78.5300
Fulbari	36742	15139	1939	2128	543	1384	3698	4226	7924	29057	79.0839
Khanshama	40758	15997	571	5992	433	1908	2150	4869	7019	31920	78.3159
Dinajpur Sadar	99494	38951	7008	13946	1195	2945	7728	8503	16231	80276	80.6843
Hakimpur	20473	7820	1680	2366	491	861	2238	1184	3422	16640	81.2778
Birganj	69419	28319	1627	7841	475	3821	3885	9346	13231	55314	79.6814
Ghoraghat	26085	10994	1309	2496	785	1106	1901	2014	3915	20605	78.9918
Birol	56030	23484	1692	5512	1201	2304	3075	8009	11084	45277	80.8085
Chirir Bandar	64774	28266	1806	7029	583	1576	4358	8624	12982	52242	80.6527
Parbatipur	83062	32136	4668	10019	1563	2334	8533	9374	17907	68627	82.6214
Nawabganj	49505	20773	1533	6502	1087	1669	4331	3449	7780	39344	79.4748
Birampur	36825	14963	1731	2698	1168	1350	5051	2915	7966	29876	81.1297

 
