   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:48
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Fenchuganj	16961	5492	1480	1936	861	555	566	1639	2205	12529	73.8695
Gowainghat	48807	13469	3302	9733	2837	1179	1490	5278	6768	37288	76.3989
Jakiganj	33860	9856	3813	4803	2261	1649	1803	2028	3831	26213	77.4158
Jaintapur	26920	8436	1921	6038	1216	801	848	1707	2555	20967	77.8863
Balaganj	49366	13556	4251	7550	1796	2435	1110	5770	6880	36468	73.8727
Golapganj	45136	14977	6612	3616	1704	1650	1126	4917	6043	34602	76.6616
Sylhet Sadar	86557	29240	9823	9624	2028	4728	1879	6502	8381	63824	73.7364
Biani Bazar	34688	10358	3933	3330	2232	534	1279	2897	4176	24563	70.8112
Kanaighat	47447	13317	4113	8766	2700	971	2522	1786	4308	34175	72.0277
Biswanath	30765	10552	3725	2993	987	1045	726	4077	4803	24105	78.3520
Companiganj	25697	8217	1660	4663	1136	1007	173	2392	2565	19248	74.9037
South Shurma	49244	15741	5065	6943	1507	2003	1225	4196	5421	36680	74.4862

 
