   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:30
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Katiadi	56124	23728	3352	7529	1743	384	990	3324	4314	41050	73.1416
Bhariab Bazar	51266	22235	5191	6780	1004	269	560	2348	2908	38387	74.8781
Austagram	25057	11791	1641	2637	996	44	35	1501	1536	18645	74.4103
Kishoreganj Sadar	62159	30653	3122	6453	1025	889	1619	3048	4667	46809	75.3053
Hossainpur	36686	16493	1746	4731	1242	559	420	2393	2813	27584	75.1894
Nikli	25800	10869	1641	3249	1817	102	130	1991	2121	19799	76.7403
Bazitpur	42839	20212	3341	3963	1159	151	1015	2175	3190	32016	74.7356
Pakundia	46175	20167	3317	5292	1562	462	1252	1847	3099	33899	73.4142
Itna	31461	15475	2297	2844	851	111	484	1815	2299	23877	75.8940
Kuliarchar	32764	13362	2608	4049	971	189	749	1766	2515	23694	72.3172
Tarail	28884	14736	1493	2373	702	195	492	1546	2038	21537	74.5638
Karimganj	53210	25843	2985	7423	1923	574	829	2589	3418	42166	79.2445
Mithamoin	21636	10056	1388	1937	776	5	453	970	1423	15585	72.0327

 
